id,web_name,first_name,second_name,element_type,position,team_id,team_name,team_short,now_cost,status,chance_of_playing_next_round,selected_by_percent,form,points_per_game,influence,creativity,threat,ict_index
550,Poveda,Ian,Poveda-Ocampo,3,MID,17,Sunderland,SUN,5.0,a,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
551,Rigg,Chris,Rigg,3,MID,17,Sunderland,SUN,5.0,a,,0.1,1.0,1.0,0.0,0.0,0.0,0.0
552,Sadiki,Noah,Sadiki,3,MID,17,Sunderland,SUN,5.0,a,,0.0,3.0,3.0,11.0,3.8,0.0,1.5
553,Talbi,Chemsdine,Talbi,3,MID,17,Sunderland,SUN,5.0,a,,0.3,6.0,6.0,20.8,18.4,2.0,4.1
554,Ba,Abdoullah,Ba,3,MID,17,Sunderland,SUN,4.5,a,,0.3,0.0,0.0,0.0,0.0,0.0,0.0
555,Browne,Alan,Browne,3,MID,17,Sunderland,SUN,4.5,a,,0.1,0.0,0.0,0.0,0.0,0.0,0.0
556,Ekwah,Pierre,Ekwah Elimby,3,MID,17,Sunderland,SUN,4.5,u,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
557,H.Jones,Harrison,Jones,3,MID,17,Sunderland,SUN,4.5,a,,0.1,0.0,0.0,0.0,0.0,0.0,0.0
558,Matete,Jay,Matete,3,MID,17,Sunderland,SUN,4.5,a,,0.3,0.0,0.0,0.0,0.0,0.0,0.0
559,Triantis,Nectarios,Triantis,3,MID,17,Sunderland,SUN,4.5,a,,0.1,0.0,0.0,0.0,0.0,0.0,0.0
560,Isidor,Wilson,Isidor,4,FWD,17,Sunderland,SUN,5.5,a,,0.3,5.0,5.0,34.2,0.1,17.0,5.1
561,Mayenda,Eliezer,Mayenda Dossou,4,FWD,17,Sunderland,SUN,5.5,a,,1.5,8.0,8.0,34.0,11.3,26.0,7.1
562,Abdullahi,Ahmed,Abdullahi,4,FWD,17,Sunderland,SUN,4.5,a,,0.6,0.0,0.0,0.0,0.0,0.0,0.0
563,Luís Hemir,Luís Hemir,Silva Semedo,4,FWD,17,Sunderland,SUN,4.5,a,,0.2,0.0,0.0,0.0,0.0,0.0,0.0
564,Rusyn,Nazarii,Rusyn,4,FWD,17,Sunderland,SUN,4.5,a,,0.2,0.0,0.0,0.0,0.0,0.0,0.0
668,Xhaka,Granit,Xhaka,3,MID,17,Sunderland,SUN,5.0,a,,2.9,3.0,3.0,15.4,31.8,0.0,4.7
670,Roefs,Robin,Roefs,1,GK,17,Sunderland,SUN,4.5,a,,0.8,8.0,8.0,30.0,0.0,0.0,3.0
678,Masuaku,Arthur,Masuaku,2,DEF,17,Sunderland,SUN,4.0,a,100.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0
683,Alderete,Omar,Alderete,2,DEF,17,Sunderland,SUN,4.0,a,,1.2,4.0,4.0,30.0,14.4,0.0,4.4
694,Mukiele,Nordi,Mukiele,2,DEF,17,Sunderland,SUN,4.0,a,,0.2,0.0,0.0,0.0,0.0,0.0,0.0
565,Vicario,Guglielmo,Vicario,1,GK,18,Spurs,TOT,5.0,a,,4.4,9.0,9.0,30.0,0.0,0.0,3.0
566,Austin,Brandon,Austin,1,GK,18,Spurs,TOT,4.0,a,,0.3,0.0,0.0,0.0,0.0,0.0,0.0
567,Kinsky,Antonín,Kinský,1,GK,18,Spurs,TOT,4.0,a,,2.1,0.0,0.0,0.0,0.0,0.0,0.0
568,Pedro Porro,Pedro,Porro Sauceda,2,DEF,18,Spurs,TOT,5.5,a,,22.2,6.0,6.0,21.2,42.8,1.0,6.5
569,Romero,Cristian,Romero,2,DEF,18,Spurs,TOT,5.0,a,,3.7,6.0,6.0,18.0,1.4,6.0,2.5
570,Danso,Kevin,Danso,2,DEF,18,Spurs,TOT,4.5,a,,0.2,0.0,0.0,0.0,0.0,0.0,0.0
571,Davies,Ben,Davies,2,DEF,18,Spurs,TOT,4.5,a,,0.1,0.0,0.0,0.0,0.0,0.0,0.0
572,Dragusin,Radu,Drăgușin,2,DEF,18,Spurs,TOT,4.5,i,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
573,Spence,Djed,Spence,2,DEF,18,Spurs,TOT,4.5,a,,1.3,6.0,6.0,10.0,5.8,22.0,3.8
574,Udogie,Destiny,Udogie,2,DEF,18,Spurs,TOT,4.5,i,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0
575,Van de Ven,Micky,van de Ven,2,DEF,18,Spurs,TOT,4.5,a,,27.4,6.0,6.0,11.6,1.0,14.0,2.7
576,Phillips,Ashley,Phillips,2,DEF,18,Spurs,TOT,4.0,u,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
577,Takai,Takai,Kōta,2,DEF,18,Spurs,TOT,4.0,d,25.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0
578,Vuskovic,Luka,Vušković,2,DEF,18,Spurs,TOT,4.0,a,,1.1,0.0,0.0,0.0,0.0,0.0,0.0
579,Son,Son,Heung-min,3,MID,18,Spurs,TOT,8.5,u,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0
580,Johnson,Brennan,Johnson,3,MID,18,Spurs,TOT,7.0,a,,3.0,8.0,8.0,40.4,27.1,20.0,8.8
581,Maddison,James,Maddison,3,MID,18,Spurs,TOT,7.0,i,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0
582,Kudus,Mohammed,Kudus,3,MID,18,Spurs,TOT,6.5,a,,27.3,10.0,10.0,45.4,74.0,11.0,13.0
583,Kulusevski,Dejan,Kulusevski,3,MID,18,Spurs,TOT,6.5,i,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
584,Tel,Mathys,Tel,3,MID,18,Spurs,TOT,6.4,a,,0.1,1.0,1.0,0.0,0.1,0.0,0.0
585,Bentancur,Rodrigo,Bentancur,3,MID,18,Spurs,TOT,5.5,a,,0.2,1.0,1.0,4.8,0.8,0.0,0.6
586,Bergvall,Lucas,Bergvall,3,MID,18,Spurs,TOT,5.5,a,,0.2,3.0,3.0,10.4,3.3,33.0,4.7
587,Bissouma,Yves,Bissouma,3,MID,18,Spurs,TOT,5.5,a,,0.1,0.0,0.0,0.0,0.0,0.0,0.0
588,Odobert,Wilson,Odobert,3,MID,18,Spurs,TOT,5.5,a,,0.0,1.0,1.0,2.2,10.5,0.0,1.3
589,Solomon,Manor,Solomon,3,MID,18,Spurs,TOT,5.5,d,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
590,Bryan,Bryan,Gil Salvatierra,3,MID,18,Spurs,TOT,5.0,a,,0.1,0.0,0.0,0.0,0.0,0.0,0.0
591,Gray,Archie,Gray,3,MID,18,Spurs,TOT,5.0,a,,0.1,3.0,3.0,3.6,3.0,2.0,0.9
592,Moore,Mikey,Moore,3,MID,18,Spurs,TOT,5.0,u,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
593,P.M.Sarr,Pape Matar,Sarr,3,MID,18,Spurs,TOT,5.0,a,,2.8,6.0,6.0,33.2,18.7,2.0,5.4
594,Min-hyeok,Yang,Min-hyeok,3,MID,18,Spurs,TOT,4.5,u,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
595,Olusesi,Callum,Olusesi,3,MID,18,Spurs,TOT,4.5,a,,0.2,0.0,0.0,0.0,0.0,0.0,0.0
596,Solanke,Dominic,Solanke-Mitchell,4,FWD,18,Spurs,TOT,7.4,a,100.0,3.9,1.0,1.0,2.0,0.3,6.0,0.8
597,Richarlison,Richarlison,de Andrade,4,FWD,18,Spurs,TOT,6.5,a,,5.4,13.0,13.0,73.6,0.5,80.0,15.4
598,Lankshear,Will,Lankshear,4,FWD,18,Spurs,TOT,4.5,u,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0
599,Scarlett,Dane,Scarlett,4,FWD,18,Spurs,TOT,4.5,a,,0.8,0.0,0.0,0.0,0.0,0.0,0.0
673,J.Palhinha,João Maria,Lobo Alves Palhares Costa Palhinha Gonçalves,3,MID,18,Spurs,TOT,5.5,a,,0.4,1.0,1.0,0.2,0.6,0.0,0.1
600,Areola,Alphonse,Areola,1,GK,19,West Ham,WHU,4.5,a,,4.2,0.0,0.0,0.0,0.0,0.0,0.0
601,Foderingham,Wes,Foderingham,1,GK,19,West Ham,WHU,4.0,a,,0.6,0.0,0.0,0.0,0.0,0.0,0.0
602,Hegyi,Krisztián,Hegyi,1,GK,19,West Ham,WHU,4.0,a,,0.3,0.0,0.0,0.0,0.0,0.0,0.0
603,Diouf,El Hadji Malick,Diouf,2,DEF,19,West Ham,WHU,4.5,a,,7.0,1.0,1.0,10.8,30.7,10.0,5.2
604,Emerson,Emerson,Palmieri dos Santos,2,DEF,19,West Ham,WHU,4.5,a,,0.2,0.0,0.0,0.0,0.0,0.0,0.0
605,Kilman,Maximilian,Kilman,2,DEF,19,West Ham,WHU,4.5,a,,0.3,0.0,0.0,27.2,16.2,0.0,4.3
606,Mavropanos,Konstantinos,Mavropanos,2,DEF,19,West Ham,WHU,4.5,a,,0.1,0.0,0.0,0.0,0.0,0.0,0.0
607,N.Aguerd,Nayef,Aguerd,2,DEF,19,West Ham,WHU,4.5,a,,0.1,1.0,1.0,14.6,3.0,0.0,1.8
608,Scarles,Ollie,Scarles,2,DEF,19,West Ham,WHU,4.5,a,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
609,Todibo,Jean-Clair,Todibo,2,DEF,19,West Ham,WHU,4.5,a,,0.1,1.0,1.0,19.8,3.1,0.0,2.3
610,Wan-Bissaka,Aaron,Wan-Bissaka,2,DEF,19,West Ham,WHU,4.5,a,,22.8,1.0,1.0,17.8,24.7,8.0,5.1
611,Casey,Kaelan,Casey,2,DEF,19,West Ham,WHU,4.0,u,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0
612,L.Paquetá,Lucas,Tolentino Coelho de Lima,3,MID,19,West Ham,WHU,6.0,a,,0.9,2.0,2.0,5.8,14.2,4.0,2.4
613,Souček,Tomáš,Souček,3,MID,19,West Ham,WHU,6.0,a,,0.8,1.0,1.0,4.2,1.3,19.0,2.5
614,Ward-Prowse,James,Ward-Prowse,3,MID,19,West Ham,WHU,6.0,a,,0.4,2.0,2.0,5.8,15.2,2.0,2.3
615,Summerville,Crysencio,Summerville,3,MID,19,West Ham,WHU,5.5,i,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
616,Álvarez,Edson,Álvarez Velázquez,3,MID,19,West Ham,WHU,5.0,a,,0.2,0.0,0.0,0.0,0.0,0.0,0.0
617,Cornet,Maxwel,Cornet,3,MID,19,West Ham,WHU,5.0,a,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
618,G.Rodriguez,Guido,Rodríguez,3,MID,19,West Ham,WHU,5.0,a,,0.1,2.0,2.0,2.2,2.3,2.0,0.7
619,L.Guilherme,Luis Guilherme,Lira dos Santos,3,MID,19,West Ham,WHU,5.0,a,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
620,Earthy,George,Earthy,3,MID,19,West Ham,WHU,4.5,i,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0
621,Irving,Andy,Irving,3,MID,19,West Ham,WHU,4.5,a,,0.3,1.0,1.0,4.4,14.8,0.0,1.9
622,Orford,Lewis,Orford,3,MID,19,West Ham,WHU,4.5,a,,0.1,0.0,0.0,0.0,0.0,0.0,0.0
623,Potts,Freddie,Potts,3,MID,19,West Ham,WHU,4.5,a,,0.7,0.0,0.0,0.0,0.0,0.0,0.0
624,Bowen,Jarrod,Bowen,4,FWD,19,West Ham,WHU,8.0,a,,14.2,2.0,2.0,10.6,4.3,34.0,4.9
625,Füllkrug,Niclas,Füllkrug,4,FWD,19,West Ham,WHU,6.0,a,,3.3,2.0,2.0,0.8,14.5,34.0,4.9
626,Marshall,Callum,Marshall,4,FWD,19,West Ham,WHU,4.5,a,,0.7,0.0,0.0,0.0,0.0,0.0,0.0
659,Walker-Peters,Kyle,Walker-Peters,2,DEF,19,West Ham,WHU,4.5,a,,0.4,0.0,0.0,0.0,0.0,0.0,0.0
671,Wilson,Callum,Wilson,4,FWD,19,West Ham,WHU,6.0,a,,0.5,1.0,1.0,0.0,0.0,8.0,0.5
679,Hermansen,Mads,Hermansen,1,GK,19,West Ham,WHU,4.5,a,,0.3,1.0,1.0,21.0,0.0,0.0,2.1
627,Johnstone,Sam,Johnstone,1,GK,20,Wolves,WOL,4.5,a,,0.1,0.0,0.0,0.0,0.0,0.0,0.0
628,José Sá,José,Malheiro de Sá,1,GK,20,Wolves,WOL,4.5,a,,2.0,0.0,0.0,3.6,0.0,0.0,0.4
629,Bentley,Daniel,Bentley,1,GK,20,Wolves,WOL,4.0,a,,0.8,0.0,0.0,0.0,0.0,0.0,0.0
631,Agbadou,Emmanuel,Agbadou,2,DEF,20,Wolves,WOL,4.5,a,,0.4,0.0,0.0,11.8,0.3,1.0,1.3
632,Doherty,Matt,Doherty,2,DEF,20,Wolves,WOL,4.5,a,,0.2,-1.0,-1.0,9.8,5.9,0.0,1.6
633,H.Bueno,Hugo,Bueno López,2,DEF,20,Wolves,WOL,4.5,a,,0.1,1.0,1.0,4.4,11.1,6.0,2.2
634,Mosquera,Yerson,Mosquera Valdelamar,2,DEF,20,Wolves,WOL,4.5,a,,0.1,0.0,0.0,0.0,0.0,0.0,0.0
635,R.Gomes,Rodrigo,Martins Gomes,2,DEF,20,Wolves,WOL,4.5,a,,0.1,1.0,1.0,2.2,1.0,4.0,0.7
636,S.Bueno,Santiago,Ignacio Bueno,2,DEF,20,Wolves,WOL,4.5,a,,0.1,0.0,0.0,0.0,0.0,0.0,0.0
637,Toti,Toti,Gomes,2,DEF,20,Wolves,WOL,4.5,a,,0.2,0.0,0.0,14.6,10.8,0.0,2.5
638,Hoever,Ki-Jana,Hoever,2,DEF,20,Wolves,WOL,4.0,a,,2.3,1.0,1.0,17.6,19.8,0.0,3.7
639,Meupiyou,Bastien,Meupiyou Menadjou,2,DEF,20,Wolves,WOL,4.0,u,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
640,Pedro Lima,Pedro,Cardoso de Lima,2,DEF,20,Wolves,WOL,4.0,a,,1.1,0.0,0.0,0.0,0.0,0.0,0.0
641,Pond,Alfie,Pond,2,DEF,20,Wolves,WOL,4.0,a,,1.5,0.0,0.0,0.0,0.0,0.0,0.0
642,Hee Chan,Hwang,Hee-chan,3,MID,20,Wolves,WOL,6.0,a,,0.2,1.0,1.0,3.0,10.3,0.0,1.3
643,André,André,Trindade da Costa Neto,3,MID,20,Wolves,WOL,5.5,a,,0.1,4.0,4.0,15.6,1.7,0.0,1.7
644,Bellegarde,Jean-Ricner,Bellegarde,3,MID,20,Wolves,WOL,5.5,a,,0.1,2.0,2.0,4.6,17.7,5.0,2.7
645,Fer López,Fer,López González,3,MID,20,Wolves,WOL,5.5,a,,0.0,1.0,1.0,3.4,0.6,19.0,2.3
646,Gomes,João Victor,Gomes da Silva,3,MID,20,Wolves,WOL,5.5,a,,0.1,2.0,2.0,19.4,14.8,4.0,3.8
647,Guedes,Gonçalo Manuel,Ganchinho Guedes,3,MID,20,Wolves,WOL,5.5,u,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
648,Munetsi,Marshall,Munetsi,3,MID,20,Wolves,WOL,5.5,a,,0.1,2.0,2.0,8.4,6.5,7.0,2.2
649,B.Traore,Boubacar,Traoré,3,MID,20,Wolves,WOL,5.0,u,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
650,Chirewa,Tawanda,Chirewa,3,MID,20,Wolves,WOL,4.5,a,,0.3,0.0,0.0,0.0,0.0,0.0,0.0
651,Edozie,Tom,Edozie,3,MID,20,Wolves,WOL,4.5,a,,0.4,0.0,0.0,0.0,0.0,0.0,0.0
652,Gonzalez,Enso,González Medina,3,MID,20,Wolves,WOL,4.5,a,,1.5,0.0,0.0,0.0,0.0,0.0,0.0
653,Hodge,Joe,Hodge,3,MID,20,Wolves,WOL,4.5,u,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0
654,Strand Larsen,Jørgen,Strand Larsen,4,FWD,20,Wolves,WOL,6.5,a,,4.6,2.0,2.0,11.0,2.3,45.0,5.8
655,Fábio Silva,Fábio,Soares Silva,4,FWD,20,Wolves,WOL,5.0,a,,0.6,0.0,0.0,0.0,0.0,0.0,0.0
656,Kalajdžić,Saša,Kalajdžić,4,FWD,20,Wolves,WOL,5.0,a,,0.1,0.0,0.0,0.0,0.0,0.0,0.0
657,Chiwome,Leon,Chiwome,4,FWD,20,Wolves,WOL,4.5,i,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
658,Fraser,Nathan,Fraser,4,FWD,20,Wolves,WOL,4.5,a,,2.5,0.0,0.0,0.0,0.0,0.0,0.0
663,J.Arias,Jhon,Arias,3,MID,20,Wolves,WOL,5.5,a,,0.6,1.0,1.0,2.2,12.0,2.0,1.6
682,Møller Wolfe,David,Møller Wolfe,2,DEF,20,Wolves,WOL,4.5,a,,0.1,1.0,1.0,7.2,0.8,2.0,1.0
695,Tchatchoua,Jackson,Tchatchoua,2,DEF,20,Wolves,WOL,4.5,a,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
